Hospital,14 May 2021,15 May 2021,16 May 2021,17 May 2021,18 May 2021,19 May 2021,20 May 2021,21 May 2021,22 May 2021,23 May 2021,24 May 2021,25 May 2021,26 May 2021,27 May 2021,28 May 2021,29 May 2021,30 May 2021,31 May 2021,01 Jun 2021,02 Jun 2021,03 Jun 2021,04 Jun 2021,05 Jun 2021,06 Jun 2021,07 Jun 2021,08 Jun 2021,09 Jun 2021,10 Jun 2021,11 Jun 2021,12 Jun 2021
 SDH Chicalim , 12  COVISHIELD Age 45+, Booked  COVISHIELD Age 45+, Booked  COVISHIELD Age 45+, Booked  COVISHIELD Age 45+, 11  COVISHIELD Age 45+, 16  COVISHIELD Age 45+, 12  COVISHIELD Age 45+, 17  COVISHIELD Age 45+, 4  COVISHIELD Age 45+, 17  COVISHIELD Age 45+, 8  COVISHIELD Age 45+, 13  COVISHIELD Age 45+, 11  COVISHIELD Age 45+, 17  COVISHIELD Age 45+, 9  COVISHIELD Age 45+, 20  COVISHIELD Age 45+, 16  COVISHIELD Age 45+, NA ,,,,,,,,,,,,
